readout_class	matched_string	papers
TRANSCRIPTIONAL_REPORTER	nf-κb-reporter	3
TRANSCRIPTIONAL_REPORTER	nfκb reporter	3
TRANSCRIPTIONAL_REPORTER	cre-luciferase	3
TRANSCRIPTIONAL_REPORTER	"cre
reporter"	2
TRANSCRIPTIONAL_REPORTER	promoterreporter	2
TRANSCRIPTIONAL_REPORTER	luciferaseassay	2
TRANSCRIPTIONAL_REPORTER	"luciferase 
assay"	2
TRANSCRIPTIONAL_REPORTER	"luciferase
 reporter"	2
TRANSCRIPTIONAL_REPORTER	"are 
reporter"	1
TRANSCRIPTIONAL_REPORTER	"cre 
reporter"	1
VIABILITY_PROLIFERATION	edu	4073
VIABILITY_PROLIFERATION	brdu	1914
VIABILITY_PROLIFERATION	ki67	892
VIABILITY_PROLIFERATION	mtt	841
VIABILITY_PROLIFERATION	colony formation	805
VIABILITY_PROLIFERATION	cell viability assay	364
VIABILITY_PROLIFERATION	ki-67	278
VIABILITY_PROLIFERATION	cck-8	215
VIABILITY_PROLIFERATION	mts assay	119
VIABILITY_PROLIFERATION	resazurin	100
VIABILITY_PROLIFERATION	alamar blue	93
VIABILITY_PROLIFERATION	cck8	92
VIABILITY_PROLIFERATION	alamarblue	62
VIABILITY_PROLIFERATION	mts reagent	9
VIABILITY_PROLIFERATION	"colony 
formation"	5
VIABILITY_PROLIFERATION	"cell viability 
assay"	1
CELL_MIGRATION_INVASION	transwell	762
CELL_MIGRATION_INVASION	migration assay	375
CELL_MIGRATION_INVASION	invasion assay	308
CELL_MIGRATION_INVASION	boyden chamber	194
CELL_MIGRATION_INVASION	matrigel invasion	181
CELL_MIGRATION_INVASION	wound healing assay	112
CELL_MIGRATION_INVASION	scratch wound	84
CELL_MIGRATION_INVASION	wound-healing assay	57
CELL_MIGRATION_INVASION	scratch assay	32
CELL_MIGRATION_INVASION	scratch-wound	27
CELL_MIGRATION_INVASION	transwell migration	4
CELL_MIGRATION_INVASION	"boyden 
chamber"	1
CELL_MIGRATION_INVASION	"wound-healing 
assay"	1
CELL_ADHESION_SPREADING	adhesion assay	57
CELL_ADHESION_SPREADING	spreading assay	35
CELL_ADHESION_SPREADING	cell adhesion assay	29
CELL_ADHESION_SPREADING	cell attachment assay	4
CELL_ADHESION_SPREADING	cell spreading assay	3
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	fm4-64	227
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	transferrin uptake	95
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	internalization assay	63
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	labeled ldl	60
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	dii-ldl	50
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	dextran uptake	34
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	endocytosis assay	30
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	transferrin internaliz	12
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	transferrin-alexa	9
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	fm1-43	7
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	fm 4-64	6
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	dil-ldl	3
MEMBRANE_TRAFFICKING_ENDOCYTOSIS	labelled ldl	3
SECRETION_DEGRANULATION	ldh release	182
SECRETION_DEGRANULATION	cd107a	71
SECRETION_DEGRANULATION	secretion assay	52
SECRETION_DEGRANULATION	β-hexosaminidase	33
SECRETION_DEGRANULATION	insulin secretion assay	11
SECRETION_DEGRANULATION	lactate dehydrogenase release	8
SECRETION_DEGRANULATION	degranulation assay	6
SECRETION_DEGRANULATION	secretionassay	2
SECRETION_DEGRANULATION	"secretion

assay"	1
METABOLIC_FLUX	seahorse	366
METABOLIC_FLUX	oxygen consumption rate	311
METABOLIC_FLUX	ecar	84
METABOLIC_FLUX	extracellular acidification rate	41
METABOLIC_FLUX	mito stress test	40
METABOLIC_FLUX	glucose uptake assay	12
METABOLIC_FLUX	2-nbdg	12
METABOLIC_FLUX	mitostress test	10
METABOLIC_FLUX	2-deoxyglucose uptake	7
METABOLIC_FLUX	2-dg uptake	4
DNA_DAMAGE_FOCI	γh2ax	825
DNA_DAMAGE_FOCI	γ-h2ax	606
DNA_DAMAGE_FOCI	rad51 foci	405
DNA_DAMAGE_FOCI	comet assay	211
DNA_DAMAGE_FOCI	γh2a.x	70
DNA_DAMAGE_FOCI	gamma-h2ax	53
DNA_DAMAGE_FOCI	53bp1 foci	37
DNA_DAMAGE_FOCI	gammah2ax	23
DNA_DAMAGE_FOCI	phospho-h2ax	14
DNA_DAMAGE_FOCI	p-h2ax	9
DNA_DAMAGE_FOCI	cometassay	6
DNA_DAMAGE_FOCI	h2ax foci	6
DNA_DAMAGE_FOCI	γ-h2a.x	3
DNA_DAMAGE_FOCI	ph2ax	1
SENESCENCE	sa-β-gal	337
SENESCENCE	senescence-associated β-galactosidase	52
SENESCENCE	sasp	16
SENESCENCE	senescence-associated beta-galactosidase	9
SENESCENCE	senescence-associated secretory	7
SENESCENCE	sa-beta-gal	3
SENESCENCE	"senescence-associated 
beta-galactosidase"	2
SENESCENCE	"senescence-associated 
β-galactosidase"	1
WNT_REPORTER	topflash	481
WNT_REPORTER	fopflash	91
WNT_REPORTER	top-flash	34
WNT_REPORTER	top/fop	26
WNT_REPORTER	tcf/lef luciferase	16
WNT_REPORTER	fop-flash	16
WNT_REPORTER	tcf reporter	16
WNT_REPORTER	tcf/lef reporter	12
WNT_REPORTER	tcf/lef activity	3
WNT_REPORTER	"tcf 
reporter"	1
NFKB_REPORTER	nf-κb reporter	122
NFKB_REPORTER	nf-κb luciferase	68
NFKB_REPORTER	nf-κb-luciferase	29
NFKB_REPORTER	nf-κb-luc	28
NFKB_REPORTER	nfκb luciferase	6
NFKB_REPORTER	nfκb-luc	6
NFKB_REPORTER	nf-kb luciferase	4
NFKB_REPORTER	nf-κb-driven luciferase	3
NFKB_REPORTER	nf-κb-reporter	3
NFKB_REPORTER	nfκb reporter	3
NFKB_REPORTER	nf-κbluc	3
HYPOXIA_HIF	hif1α stabiliz	39
HYPOXIA_HIF	hre-luc	24
HYPOXIA_HIF	hypoxia response element	15
HYPOXIA_HIF	ef5	12
HYPOXIA_HIF	hif-1α stabiliz	11
HYPOXIA_HIF	hre luciferase	8
HYPOXIA_HIF	hre-luciferase	6
HYPOXIA_HIF	hre reporter	6
HYPOXIA_HIF	pimonidazole	6
HYPOXIA_HIF	"hypoxia response 
element"	2
HYPOXIA_HIF	"hypoxia response
element"	1
HYPOXIA_HIF	hre-reporter	1
NOTCH_REPORTER	hes1 promoter	7
NOTCH_REPORTER	hes1 reporter	6
NOTCH_REPORTER	tp1 luciferase	3
NOTCH_REPORTER	cbf1 reporter	3
NOTCH_REPORTER	hes1 luciferase	3
NOTCH_REPORTER	tp-1 luciferase	1
NOTCH_REPORTER	csl-reporter	1
HIPPO_TEAD_REPORTER	tead-luc	3
IN_VITRO_ENZYME	reconstitut	4777
IN_VITRO_ENZYME	km	1756
IN_VITRO_ENZYME	purified protein	1736
IN_VITRO_ENZYME	kcat	663
IN_VITRO_ENZYME	in vitro assay	517
IN_VITRO_ENZYME	specific activity	419
IN_VITRO_ENZYME	in vitro reconstitut	250
IN_VITRO_ENZYME	purified recombinant protein	180
IN_VITRO_ENZYME	enzymatic assay	166
IN_VITRO_ENZYME	in vitro activ	140
IN_VITRO_ENZYME	in vitro enzym	89
IN_VITRO_ENZYME	in vitro assay	24
IN_VITRO_ENZYME	in vitro enzym	13
IN_VITRO_ENZYME	in vitro activ	8
IN_VITRO_ENZYME	"purified 
protein"	7
IN_VITRO_ENZYME	in vitro reconstitut	6
IN_VITRO_ENZYME	"specific 
activity"	5
IN_VITRO_ENZYME	in vitro assay	5
IN_VITRO_ENZYME	"in vitro 
activ"	4
IN_VITRO_ENZYME	"in vitro 
reconstitut"	4
IN_VITRO_ENZYME	"in vitro 
assay"	2
IN_VITRO_ENZYME	"in vitro
reconstitut"	2
IN_VITRO_ENZYME	"purified 
recombinant protein"	2
IN_VITRO_ENZYME	in vitro reconstitut	2
IN_VITRO_ENZYME	"in 
vitro reconstitut"	2
IN_VITRO_ENZYME	"purified recombinant 
protein"	2
IN_VITRO_ENZYME	"in vitro
 reconstitut"	2
IN_VITRO_ENZYME	"in vitro 
enzym"	1
IN_VITRO_ENZYME	"enzymatic
assay"	1
IN_VITRO_ENZYME	"in 
vitro assay"	1
DIRECT_BINDING	crystal structure	5061
DIRECT_BINDING	cryo-em	3509
DIRECT_BINDING	itc	1585
DIRECT_BINDING	spr	1297
DIRECT_BINDING	isothermal titration	517
DIRECT_BINDING	surface plasmon	472
DIRECT_BINDING	co-crystal	356
DIRECT_BINDING	cryoem	176
DIRECT_BINDING	cocrystal	102
DIRECT_BINDING	"crystal 
structure"	76
DIRECT_BINDING	"crystal
structure"	8
DIRECT_BINDING	"surface 
plasmon"	4
DIRECT_BINDING	"isothermal 
titration"	3
DIRECT_BINDING	"crystal
  structure"	3
DIRECT_BINDING	"crystal
 structure"	2
DIRECT_BINDING	crystal structure	1
DIRECT_BINDING	"surface
 plasmon"	1
RUBIDIUM_FLUX	86rb	33
